person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
837,Oscar Livingston,Oscar Livingstone,m,African American,22,8/2/31,,,,laborer,laborer,,633,"Oscar Livingston, 22, died in 1931 after he was shot by a mob of masked men in New Orleans, Louisiana, according to newspaper accounts. Livingston was accused of attacking a white girl and was in jail when he was kidnapped and killed by the mob, according to newspaper accounts. 
",8/2/31,,1931,1931,Pointe à la Hache,Plaquemines Parish,Louisiana,4337717,4337452,4331987,public space - rural,attacking a white woman,,,,,TRUE,TRUE,,,,,,,,,
1127,William House,Williams House,m,African American,26,11/19/32,,,,farmhand,agricultural,,634,"William House, age 20, a farm hand, was killed in 1932 by a lynch mob in Franklin Parish, Louisiana. House had been arrested for “insulting” two white women. As Wisner Marshal Bob Graham was taking House to court, the mob snatched House and shot and hanged him.
",11/19/32,,1932,1932,Wisner,Franklin Parish,Louisiana,4346505,4325158,4331987,unknown - rural,insulting two white women,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,P. C.  Sutton||R. L. Graham
655,John White,John Johnwell||John Jeanwell,m,African American,,9/26/33,,,,,,,635,"John White, a schoolboy, died in 1933 after being shot to death by a mob in Opelousas, Louisiana. On or about September 26, 1933, White was in the custody of Deputy Sheriff John Durio for allegedly attacking a white woman. A mob grabbed White from the deputy and lynched him. His body was found near the home of Joe Quebodeaux by Sheriff Charles Thibodeaux. An essay on this case, researched and authored by a CRRJ student, is available on request.
",9/26/33,,1933,1933,Bristol,Saint Landry Parish,Louisiana,4317912,4340045,4331987,unknown - rural,attempting to rape a white woman; refusing to remove his hat for a white woman; refusing to dump ashes from a white woman's furnace,TRUE,TRUE,TRUE,,,,,,,,,,,,John Durio
818,Nelson Nash,Nelson Mash,m,African American,23,2/19/33,,,,,,,636,"Nelson Nash, 24 years old, died in 1933 at the hands of a lynch mob in Ringgold, Louisiana. It was claimed that Nash confessed to beating to death a cashier at the Ringgold Bank. He was seized by a posse of 500 men. His body was found riddled with bullets. An essay on this case, researched and authored by a CRRJ student, is available on request.
",2/19/33,,1933,1933,Ringgold,Bienville Parish,Louisiana,4338772,4316721,4331987,public space - urban,committing murder,,,TRUE,,,,,,,,,,,,
406,Grafton Page,D. D. Page,m,African American,30,8/3/34,,,,"worked for a gas distributing system in Latex, TX",industrial / resource extraction,,637,"Grafton Page, 30, a worker for a gas distributing system, was allegedly beaten to death in 1934, by “members of his own race” in Caddo Parish, Louisiana. Page was alleged to have insulted a Black girl who had been out riding with him, according to NAACP files. Deputy Sheriff W.G. Frye reported that he would make “no effort to locate the lynchers,” according to newspaper accounts.
",8/3/34,,1934,1934,Bethany,Caddo Parish,Louisiana,4316545,4318532,4331987,unknown - rural,insulting a Black woman; being involved in a car crash with a Black woman; making threats against a white man,,,TRUE,,TRUE,,,,,,,,,,Margaret Mays||Annie Lou Washington||Rubella Anderson
45,Anderson Walls,Anson Walls||Anderson Ward||Anderson Wall,m,African American,29,2/25/35,,,,farmer,agricultural,,638,"Anderson Wall, age 29, a farmer, died by hanging in 1935 in Maringouin, Louisiana. According to newspaper accounts, Wall had gotten into a violent altercation with Dennis Brudoe, a white man, and was arrested by the town marshal. A mob dragged Wall from jail; he was hanged and his body was riddled with bullets.
",2/24/35,,1935,1935,Maringouin,Iberville Parish,Louisiana,4332582,4328261,4331987,unknown - rural,attacking a white man,,,TRUE,,TRUE,TRUE,,,,,,,,,
1179,Wilmer Smith,Wilber Moore||Wilbert Moore||Wilmer Moore,m,African American,39,1/15/41,,,,laborer,laborer,,639,"Wilmer Smith, age 39, a laborer, was killed in 1941 by Detectives William Grosch and Andrew Arnold in New Orleans, Louisiana. Smith was extradited from Detroit, Michigan, to Louisiana by the detectives for allegedly murdering Patrolman Lester Johnson in 1930. They drove him from Detroit back to New Orleans. Smith was  shot by the officers on Airline Highway on the same day he got back to New Orleans. A grand jury declined to indict. An essay on this case, researched and authored by a CRRJ student, is available on request.
",1/15/41,,1941,1941,Metairie,Jefferson Parish,Louisiana,4333177,4328978,4331987,public space - urban,shooting a police officer,TRUE,,,,TRUE,FALSE,TRUE,,,,,,,,Andrew Arnold||William Grosch
286,Elliott Brooks,Elliot Brooks,m,African American,34,5/9/46,,,,laborer,laborer,,640,"Elliott Brooks (1912-1946), a laborer, was killed by Police Chief Beauregard Miller in Gretna, Louisiana. According to newspaper accounts, Miller claimed that he had arrested Brooks for prowling, and shot Brooks when he tried to escape. According to the NAACP, Brooks might have had information about Miller’s role in a matter of a missing prisoner. An essay on this case, researched and authored by a CRRJ student, is available on request.
",5/9/46,,1946,1946,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,prowling; fleeing the police,TRUE,,,,TRUE,TRUE,TRUE,,,,,,Bureau 44-1409||New Orleans 44-147,144-32-41,Henry Braud||George Neeb||Beauregard Miller
947,Roy Cyril Brooks,Roy Cyril Brooks Sr.||Royal Cyril Brooks,m,African American,44,2/27/48,,,,worked in fertilizer plant (Swift & Co.),industrial / resource extraction,,641,"Roy Cyril Brooks (1905-1948), a fertilizer plant worker, was killed by Patrolman Alvin Bladsacker in Gretna, Louisiana. Brooks and a bus driver got into a dispute over a five-cent bus fare. Bladsacker stepped in, beat Brooks, arrested him, and shot him on the street as he walked him toward the jail. An essay on this case, researched and authored by a CRRJ student, is available on request.
",2/27/48,,1948,1948,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,public conveyance,dispute with a bus driver,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,FALSE,,Philadelphia 44-30||New Orleans 44-198,144-32-54,Alvin Bladsacker
202,Dave Hart,,m,African American,22,11/1/35,,,,,,,642,"Dave Hart, age 22, was shot and killed in 1935 by deputy sheriffs in a jail in Gretna, Louisiana. Hart and a man named Henry Freeman were being held for alleged attacks on white women. According to newspapers, the jailers claimed that Hart and Freeman had wounded Sheriff Frank Clancy and Deputy John Stewart with a smuggled gun. Newspaper accounts and the NAACP disputed the presence of a gun.

Henry Buddy Freeman, 24, died in 1935, after being shot by deputy sheriffs in a jail in Gretna, Louisiana. Freeman and a man named Dave Hart had been arrested for rape, assault, and robbery. The jailers claimed that Freeman and Hart had wounded Sheriff Frank Clancy and Deputy John Stewart with a smuggled gun. Newspaper accounts and the NAACP disputed the presence of the gun.
",11/1/35,,1935,1935,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,raping a white woman; robbery; shooting at a police officer,TRUE,,,,TRUE,TRUE,,,,,,,,,Frank Clancy||Frank Hall||Angelo Maggiore||John Stewart
438,Henry Buddy Freeman,"Buddy Freeman||Henry ""Buddy"" Freeman",m,African American,24,11/1/35,,,,,,,642,"Dave Hart, age 22, was shot and killed in 1935 by deputy sheriffs in a jail in Gretna, Louisiana. Hart and a man named Henry Freeman were being held for alleged attacks on white women. According to newspapers, the jailers claimed that Hart and Freeman had wounded Sheriff Frank Clancy and Deputy John Stewart with a smuggled gun. Newspaper accounts and the NAACP disputed the presence of a gun.

Henry Buddy Freeman, 24, died in 1935, after being shot by deputy sheriffs in a jail in Gretna, Louisiana. Freeman and a man named Dave Hart had been arrested for rape, assault, and robbery. The jailers claimed that Freeman and Hart had wounded Sheriff Frank Clancy and Deputy John Stewart with a smuggled gun. Newspaper accounts and the NAACP disputed the presence of the gun.
",11/1/35,,1935,1935,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,raping a white woman; robbery; shooting at a police officer,TRUE,,,,TRUE,TRUE,,,,,,,,,Frank Clancy||Frank Hall||Angelo Maggiore||John Stewart
314,Eugene Jones,Percy Eugene Jones||Eugene Johnson,m,African American,42,11/5/49,,TRUE,,,building trades / construction,,643,"Eugene Jones (1907-1949), a construction worker and veteran, was killed in police custody in Gretna, Louisiana. According to newspaper accounts, the police claimed they arrested Jones for selling marijuana. The arresting officers were Lt. Joseph Maes and Patrolman Jules Martin. Jones’s widow said that police had brutally beaten her husband multiple times before they finally took him off to jail, where he died.
",11/5/49,,1949,1949,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,peddling marijuana cigarettes,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-269,144-32-90||144-32-89||144-32-36,Vic Massa||E. Rolland||Joseph Maes||Jules Martin
783,Mack Jiles,Max Jiles,m,African American,28,12/26/40,,,,laborer,laborer,,644,"Mack Jiles, 28, a laborer, died in 1936, killed by Chief of Police Beauregard Miller in Gretna, Louisiana. Miller claimed that he arrested Jiles for burglarizing his home, and that when Jiles tried to escape from jail, Miller shot him in the head. 
",12/26/36,,1936,1936,Gretna,Jefferson Parish,Louisiana,4326575,4328978,4331987,carceral location,burglarizing a police chief's house,TRUE,,,,,,,,,,,,,,Beauregard Miller
8,Aaron Boyd Jr.,Aaron Boyd,m,African American,38,6/17/38,,TRUE,World War I,longshoreman,transportation,,645,"Aaron Boyd Jr., age 38, a longshoreman and WWI veteran, died on June 17, 1938, in a police station cell in the custody of Sergeant Joseph Murphy in New Orleans, Louisiana. According to newspaper accounts, police claimed that he had injured himself from falling several times while trying to flee from unnamed police officers after allegedly robbing and assaulting a streetcar conductor. After an investigation by Captain Edward Smith, Chief of Detectives John Grosch found no excessive force and declined further action. ",6/17/38,,1938,1938,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,carceral location,holding up a street car conductor; resisting arrest,TRUE,,,,TRUE,TRUE,,,,,,,,,
269,Edward Green,Edward Greene,m,African American,,3/14/44,TRUE,,Army private,,,,648,"Edward Green, 23, an army private, was killed in 1944 by Odell Lachney, a bus driver in Alexandria, Louisiana. Green sat in a section reserved for white people, and when he disembarked the bus, Lachney followed and shot him, according to newspaper accounts. A coroner’s jury cleared the shooter.
",3/14/44,,1944,1944,Alexandria,Rapides Parish,Louisiana,4314550,4338356,4331987,public conveyance,refusing to move to the back of the bus; pulling a knife on a bus driver,,,,,TRUE,TRUE,,FALSE,TRUE,,,,,144-33-14||144-33-15||144-2-6,Odell Lachnette
262,Edward Clifford Williams,Edwin Williams||Edward Williams,m,African American,32,4/27/43,,,,laborer with the Southern Pacific RR ,transportation,,649,"Edward Clifford Williams (1911-1943), a laborer, was killed by three sailors in Algiers, Louisiana. Williams was walking home from church with his wife and small children when the sailors started harassing the family. When Williams protested, they beat him and lacerated him to death with beer bottles. Walter C. Sherwood, a nineteen-year-old white Coast Guard member from Texas, stood trial in Orleans Parish. Trial jury acquitted.
",4/27/43,,1943,1943,Algiers,Orleans Parish,Louisiana,4314556,4336191,4331987,public space - urban,protesting when beer was poured on his wife and infant son,,,,,,,TRUE,,,TRUE,FALSE,,,,A. B. Bright||Walter C. Sherwood||Paul O'Malley
872,Raymond Carr,,m,African American,,11/5/42,TRUE,,private (military police),,,,650,"Raymond Carr, a military police officer, was killed in 1942 by state trooper Dalton McCullon in Alexandria, Louisiana. Carr was on duty, policing in the downtown area, when he was knocked down by a state trooper and shot by McCullon. He died four days later in a hospital. A state grand jury declined to proceed against the state officers.
",11/1/42,,1942,1942,Alexandria,Rapides Parish,Louisiana,4314550,4338356,4331987,public space - urban,interfering with a police officer,TRUE,,,,,,TRUE,,FALSE,,,,,144-2-6||144-33-14||125-33-3||144-9-6,Dalton McCollum
1163,Willie Osborn,John Sheldon Sullivan||Willie Osborne,m,African American,19,10/17/44,TRUE,,Army,,,,651,"Willie Osborn (1925-1944), a U.S. soldier, was killed by night marshal John Sullivan in Lake Providence, Louisiana. Osborn was home on furlough and standing outside a show when Sullivan shoved him and later returned to find Osborn and shoot him to death.
",10/16/44,,1944,1944,Lake Providence,East Carroll Parish,Louisiana,4330331,4323316,4331987,public space - urban,bumping into a police officer,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-116,144-32-28,John Sheldon Sullivan
540,Anthony James Goins,James Goins,m,African American,37,5/1/44,,,,poultry dealer,professional,,652,"Anthony James Goins, 37, a poultry dealer, was shot and killed in 1944 by Cletus G. Fleming, a police radio dispatcher in New Orleans, Louisiana. According to DOJ records, Goins was alleged to have struck and killed Fleming’s father with his automobile. He was charged with homicide and released on bail. According to newspaper accounts, there were no eyewitnesses to the automobile incident. Fleming was indicted for murder in 1944 and was found not guilty by a jury in 1945.
",5/1/44,,1944,1944,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,victim's workplace,killing a white man,TRUE,,,,,,TRUE,TRUE,,TRUE,FALSE,,,144-32-19,Cletus Fleming
624,John C. Jones,John Jones,m,African American,,8/8/46,,TRUE,World War II,oil refinery worker,industrial / resource extraction,,653,"John C. Jones (1915-1946), an oil refinery worker and WWII veteran, was kidnapped from a jail cell and beaten to death by a group of men in Webster Parish, Louisiana. Jones and his cousin Albert Harris, Jr., were accused of peering into a white woman’s house through the window.  They were arrested and taken to jail, then kidnapped, taken to a nearby bayou, beaten, and left for dead.  Harris survived but Jones did not.  The DOJ pursued a criminal jury trial against the assailants.  The jury acquitted the men. 
",8/8/46,,1946,1946,Minden,Webster Parish,Louisiana,4333533,4345618,4331987,public space - rural,engaging in peeping tom behavior; attempting to rape a white woman,TRUE,,TRUE,,TRUE,FALSE,TRUE,,TRUE,TRUE,FALSE,,New Orleans 44-150||Chicago 44-58||San Francisco 44-29||New Orleans 44-131,144-33-24,Sam Mettrick Jr.||Gilbert Key||Gordon Harris||Benjamin Geary  Gantt||Oscar Haynes Jr.||Sidney Dean||John Dennis||Charley Edwards||[given name unknown] Coyle||Sam Mettrick Sr.||Roy Dick||Harry Edward Perry||Tillman Perkins||Willie Jordan Perkins||Sam Perkins
157,Chrispon H. Charles Jr.,"Charles Herbert Chrispen||Chrispon Charles||Chrispon Charles Jr.||""Sonny""||Chrispon Herbert Charles Jr.",m,African American,20,7/4/49,,TRUE,World War II,,,,654,"Chrispon H. Charles Jr. (1929-1949), a WWII Navy veteran, was killed by police officers Emery Landry and Elois Sahuc in New Orleans, Louisiana. His father had called the police for help with his son. The police put Chrispon in the back of their vehicle and shot him to death, claiming he resisted arrest and sought to grab one of their pistols.  A federal investigation was undertaken but no charges were pursued.  An essay on this case, researched and authored by a CRRJ student, is available on request
",7/4/49,,1949,1949,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,public space - urban,disturbing the peace,TRUE,,,,TRUE,TRUE,TRUE,,,,,,New Orleans 44-252,144-32-79,Elois Sahuc||Emry Landry
331,Frank Thomas Bates,Frank Bates,m,African American,42,7/18/49,,,,stevedore with the Lykes Brothers Steamship Co.,transportation,,655,"Frank Thomas Bates (1907-1949), a stevedore, was found dead in Parish Prison in New Orleans, Louisiana. He had been charged in connection with the death of Rev. John F. Neifert. An autopsy showed Bates suffered two broken ribs, discoloration of both eyes, brush burns, cut wrists, ankles and shoulders and bruises on his back. The Orleans Parish Coroner’s office attributed Bates’ death to a heart attack. A grand jury declined to indict anyone in connection with Bates’ death.
",7/18/49,,1949,1949,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,carceral location,murdering a white Catholic priest,,,,,TRUE,TRUE,TRUE,,,,,,Buffalo 44-16||New Orleans 44-255,144-32-83,
683,L. C. Lloyd,"""Holiness""",m,African American,,3/11/49,,,,laborer,laborer,,656,"L.C. Lloyd, 32, a laborer, died in 1949 of a broken neck in an Amite, Louisiana, jail. Lloyd had been accused of raping a white woman. He was indicted by a grand jury of aggravated rape and arrested in Forrest City, Arkansas. He was convicted and sentenced to death by electric chair. Instead, he was found dead in his jail cell with a broken neck. The coroner deemed it suicide.",3/11/49,,1949,1949,,Tangipahoa Parish,Louisiana,,4343122,4331987,carceral location,raping a white woman,TRUE,,,,TRUE,TRUE,,,,,,,,144-32-76,
1046,Vinson Ford,Vincent Ford,m,African American,15,8/9/48,,,,farmer,agricultural,,657,"Vinson Ford, 15, a farmer, was killed in 1948 by Deputy Sheriff T.H. Martin, Jr., in St. Francisville, Louisiana. The Sheriff’s office claimed that Ford was shot as he was attempting to escape arrest. A DOJ file indicates that the sheriff of West Feliciana County was charged in the fatal shooting.",8/9/48,,1948,1948,Weyanoke,West Feliciana Parish,Louisiana,4345995,4345778,4331987,victim's home,,TRUE,,,,,,,,,,,,,144-32-0,Theodore H. Martin Sr.
1081,Wilbert Robinson,T-Mac Robinson||Wilbert Roberts||Wilbert Robertson,m,African American,24,7/10/49,,TRUE,,mechanic,service,,658,"Wilbert Robinson, 24, a mechanic and veteran, was killed in 1949 by Sheriff George Freeman in East Feliciana Parish, Louisiana. Freeman was responding to an automobile accident when he had an altercation with Robinson. One witness stated that Freeman was infuriated because when he told everyone to step back, Robertson replied ""O.K boss,” which Freeman considered to be flippant. 
",7/4/49,,1949,1949,,East Feliciana Parish,Louisiana,,4323332,4331987,public space - rural,interfering with an accident investigation; attacking a police officer; not being sufficiently deferential to a white man,TRUE,,,,,,,,,,,,,144-32-81,George Freeman
47,Andrew McLeod,Andrew McCloud,m,African American,26,9/9/34,,,,"farmer, also said to be a Baptist preacher from well-to-do family in Chicago",professional||agricultural,,659,"Andrew McLeod, age 26, a farmer, was killed in 1934 at the hands of a mob in Bastrop, Morehouse County, Louisiana. According to newspaper accounts, McCloud was in jail after allegedly confessing to attempting to attack a white woman. A mob dragged him out, cut his throat, and hanged him. The sheriff was J. Fred Carpenter, and the district attorney was Frank W. Hawthorne. An essay on this case, researched and authored by a CRRJ student, is available on request.",7/9/34,,1934,1934,Bastrop,Morehouse Parish,Louisiana,4315535,4333789,4331987,public space - urban,attacking a white girl,,,TRUE,,,,TRUE,,,,,,,,
198,Danny Bryant,Danny Brant,m,African American,37,10/10/48,,,,laborer,laborer,,660,"Danny Bryant (1911-1948), a laborer, was killed by Night Officer Kensey (or Kinzie) Jenkins in Covington, Louisiana. According to newspaper accounts, Bryant was struck by white men in an all-white hotel lobby for failure to remove his hat in the presence of whites. Jenkins was summoned to the scene and shot Bryant, claiming self-defense. Per death certificate, Bryant died of gunshot wounds to the chest.",10/10/48,,1948,1948,Covington,Saint Tammany Parish,Louisiana,4321005,4340579,4331987,private space - commercial,refusing to remove his hat in the presence of white people,TRUE,,,,TRUE,TRUE,,,,,,,,,Kinzie Gordon Jenkins
801,Moise Wilson,Macase Wilson||Wilson Moise,m,African American,27,7/21/34,,,,farmer,agricultural,,661,"Moise Wilson, 27, a farmer, was shot in 1934, by Deputy Sheriff Delos C. Wood, who was himself later shot and killed, in a gunfight at the farm of Wilson’s father in Franklinton, Louisiana. Wilson died in jail from the injuries after not receiving medical attention. Wilson and several other family members were jailed in connection with the killing of Wood.
",7/21/34,,1934,1934,Franklinton,Washington Parish,Louisiana,4325165,4345509,4331987,victim's home,arguing,TRUE,,,,TRUE,TRUE,,,,,,,,,Brad Spears||McCauley McCain||Delos Wood||Joe Magee
75,Bennie Jones,Mrs. Bennie Jones,f,African American,33,3/27/33,,,,domestic worker,service,,662,"Mrs. Bennie Jones, 33, a domestic worker, was shot to death in 1933 by Frank Fulco in Shreveport. She was on her way home from church with her 14-year-old niece.  Claiming the teenaged girl bumped him on the sidewalk, Fulco pushed the girl to the ground.  Her aunt protested, in response to which Fulco stated “what business is it of yours?” and then shot Jones and fled from the scene.  Fulco would later claim Mrs. Jones advanced on him with a knife and, as he sought to protect himself, his firearm accidentally discharged.  A grand jury was convened but declined to indict Fulco. 
",3/27/33,,1933,1933,Shreveport,Caddo Parish,Louisiana,4341513,4318532,4331987,,,,,,,,,,,,,,,,,
320,Fell Jenkins,Fell Jenkin,m,African American,20,1/11/33,,,,farming,agricultural,,663,"Fell Jenkins, 20, a farmer, died of wounds, apparently from a lynching, in 1933 in Homer, Louisiana. According to newspaper accounts, Jenkins was whipped by three white men: Clyde Carter, Tommie Sanders, and Luther Gardner. According to an NAACP file, Jenkins was lynched not by just three men, but by a mob.
",,Jan-33,1933,1933,,Claiborne Parish,Louisiana,,4320117,4331987,public space - rural,trespassing,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,Tommie Sanders||Clyde Carter||Luther Gardner
996,Stephen Johnson,Stepehn Johnson,m,African American,49,,,,,moss picker,industrial / resource extraction,,664,"Stephen Johnson (1897-1946), a moss picker, was killed likely by game warden Joseph Builliot, Abel Danos, Antoine Danos, and Paul Savoire in Crown Point, Louisiana. An altercation occurred between Johnson and Builliot. A witness, John Gustave, saw Builliot, Abel and Antoine Danos, and Savoire go into the woods looking for Johnson, and then heard gunshots. Two days later, Johnson’s body was found floating in the Jefferson Parish bayou.
",10/8/46,,1946,1946,Crown Point,Jefferson Parish,Louisiana,4321322,4328978,4331987,private space - domestic,illegal trapping; running from officers,TRUE,,,,TRUE,TRUE,,,,,,,,,Joe Buillot||Antoine Danos||Paul Danos Savoire||Abel Danos
29,Alfred Adams Jr.,"Alfred Adams, Jr.",m,likely African American,47,10/18/53,,,,,,,665,"Alfred Adams, Jr., 47, died in 1953 after being held in police custody in New Orleans, Louisiana. Police had arrested and charged Adams with aggravated rape of a child, according to newspaper accounts. According to DOJ records, Adams had told relatives that he had been beaten while in custody. He was admitted to the hospital in a coma and died the next day. The DOJ closed the file in 1953.",10/17/53,,1953,1953,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,carceral location,raping a 3-year-old Black girl,TRUE,,,,,,,,,,,,New Orleans 44-546,144-32-192,
57,Arthur Keels Jr.,Arthur Keel Jr.,m,African American,24,4/27/46,,TRUE,Navy,laborer,laborer,,667,"Arthur Keels, Jr., (1922-1946), a laborer and veteran, was allegedly shot and killed by City Policeman Lambert Stroud in Winnfield, Louisiana. According to newspaper accounts, Stroud and City Policeman C.O. Barnes were called to a neighborhood disturbance and had a violent encounter with Keels, whom they claimed had attacked them. According to the death certificate, Keels died of gunshot wounds.
",4/27/46,,1946,1946,Winnfield,Winn Parish,Louisiana,4346455,4346451,4331987,public space - urban,exhibiting public drunkenness; striking a police officer,TRUE,,,,TRUE,,,,,,,,New Orleans 44-145,144-32-40,C. O. Barnes||[given name unknown] Burns||Lambert Strout
108,C. D. Richardson,C. D. Richards,m,African American,34,6/28/48,,,,,,TRUE,668,"C.D. Richardson, 1914-1948, who once worked at a filling station, was allegedly beaten to death by State Trooper S.T. Brister in Baton Rouge, Louisiana. According to newspaper accounts, Richardson was a convict trusty (a prisoner released from the penitentiary to perform labor at state police headquarters). Sheriff Bryan Clemmons and District Attorney Rufus D. Hayes claimed that Richardson and State Trooper S.T. Brister got into a violent altercation, and Brister beat him. Richardson died of a fractured skull. A jury cleared Brister of manslaughter charges.
",6/27/48,,1948,1948,Baton Rouge,East Baton Rouge Parish,Louisiana,4315588,4323288,4331987,carceral location,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,144-32-59,
138,Charles Nolan Joseph,Charles Nolan Taylor||Nolan Charles,m,African American,30,4/6/47,,,,laborer,laborer,,669,"Charles Nolan Joseph, 1916-1947, a laborer, was allegedly killed by Marshall Victor Anderson in Hammond, Louisiana. According to case records, Anderson arrested Joseph at a night club and beat him to death in jail. The DOJ investigated and closed the case.
",4/5/47,,1947,1947,Hammond,Tangipahoa Parish,Louisiana,4326868,4343122,4331987,private space - commercial,exhibiting drunkenness,TRUE,,,,TRUE,TRUE,,,,,,,New Orleans 44-163,144-32-45,Victor Gordon Anderson
162,Clarence Joseph Thompson,Clarence J. Thompson||Clarence Jos. Thompson,m,African American,35,8/17/41,,,,laborer,laborer,,670,"Clarence Joseph Thompson, a laborer, age 36, died in 1941, having allegedly been shot to death by Patrolman David Marks in New Orleans, Louisiana. According to newspaper accounts, Marks claimed that he chased Thompson after Thompson had tried to break into his house. When he had Thompson cornered, he shot him. Some witnesses said that Thompson had his hands up when shot. A jury acquitted Marks of manslaughter.
",8/17/41,,1941,1941,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,public space - urban,committing burglary; fighting with other Black men,TRUE,,,,,,TRUE,TRUE,,TRUE,FALSE,,,,[given name unknown] Miller||David Marks
175,Clifton Dockins,Clifton Dockins||Cliff Durkin,m,African American,,9/15/46,,,,sharecropper,agricultural,,671,"Clifton Dockins (a/k/a Cliff Durkin), 63, a sharecropper, was killed in 1946 by Night Policeman Pat Robinson, in Bunkie, Louisiana. According to newspaper accounts, Robinson had been called to investigate a disturbance, and he shot Dockins as Dockins tried to evade arrest.
",9/15/46,,1946,1946,Bunkie,Avoyelles Parish,Louisiana,4318320,4315243,4331987,public space - urban,public drunkenness; disturbing the peace,TRUE,,,,TRUE,,,,,,,,,,William Kelley||Pat Robinson
284,Elijah Myles,,m,African American,21,7/18/47,,,,rubbish collector,public sector,,672,"Elijah Myles (1926-1947), a rubbish collector, was killed by Ferdinand Mohr, a city dump foreman, in New Orleans, Louisiana. According to newspaper accounts, Mohr claimed that he shot Myles in self defense, though a police pathology report determined that Myles was shot from behind.  It was reported that Myles had refused to pay a kickback in a junk-yard racket. Mohr was cleared by a grand jury.
",7/18/47,,1947,1947,New Orleans,Orleans Parish,Louisiana,4335045,4336191,4331987,victim's workplace,refusing to pay a kickback for salvaged junkyard material; attacking a white man,,,,,TRUE,TRUE,TRUE,FALSE,,,,,,,Ferdinand Mohr||Ambrose Collingon
309,Pierre E. Sylve,Pierre Eugene Sylve||Eugene Pete Sylve||Euchere Pete Sylve,m,African American,67,5/11/34,,,,farmer,agricultural,,673,"Pierre E. Sylve, 67, a farmer, was killed in 1934, by a posse in Plaquemines, Louisiana. According to newspaper accounts, Deputy Sheriff Jules Morel went to Sylve’s house to serve a warrant and the two fought, after which a heavily armed posse of police and citizens arrived and a four-hour battle ensued. Sylve died in a hailstorm of bullets.
",5/11/34,,1934,1934,Pointe à la Hache,Plaquemines Parish,Louisiana,4337717,4337452,4331987,unknown - rural,running amok; refusing to be arrested without a warrant,TRUE,,,,TRUE,,,,,,,,,,
508,Joseph Leo Hardy,J. Leo Hardy,m,African American,,,,,,,,,675,"Joseph Leo Hardy died in 1944 after sustaining a beating at the hands of the sheriff and his deputies in New Iberia, Louisiana. Hardy was an NAACP organizer. Parish officials objected to the chapter’s efforts to start a welding school for African Americans with federal funds. They forced the school to close its doors. The sheriff detained Hardy and a teacher from the school; the two were severely beaten by his deputies and told to leave town. Hardy and others packed their families up and left town. Hardy’s family associated his death, shortly after the incident, with the beating he received at the hands of the sheriff. ",5/17/44,,1944,1944,New Iberia,Iberia Parish,Louisiana,4334971,4328254,4331987,public space - urban,attempting to open a welding school for African Americans,TRUE,,,,,,TRUE,,,,,,Dallas 44-66||New Orleans 44-101||San Antonio 44-21||Memphis 44-48||Los Angeles 44-16,144-32-18,Luto LeBlanc||[given name unknown] Broussard||Ferd Powceaux||Gus Walker||Gilbert Ozenne
763,Mack Leslie,Mack Lesley,m,African American,30,11/14/33,,,,farmer,agricultural,,676,"Mack Lesley (1885-1933), a farmer, was killed by Deputy O. McElroy and Deputy Raymond Meeks in Farmville, Louisiana. Lesley was accused of being the secretary of a secret organization that was planning an uprising of Black citizens. Sheriff Pat Murphy claimed that he wanted to prevent Lesley’s lynching, so he sent deputies McElroy and Meeks to arrest him, and when Lesley resisted and appeared to reach for a weapon, the deputies shot him.
",11/14/33,,1933,1933,Cherry Ridge (historical),Union Parish,Louisiana,4319751,4344274,4331987,victim's home,appearing to reach for a weapon; planning a march on Farmerville to demand more rights,TRUE,,,,,,,,,,,,,,Pat Murphy||Raymond Meeks||O. McElroy
